Recipient address,Token amount,Unlock date
0x39245d4cef276e857ef2633f73707189052f00af,1.6551724137931034482758620689655,2024-12-07
0x4e3072f7b5c075ea5fdeb423da95312c4b99dc22,1.1034482758620689655172413793103,2024-12-07
0x11665ed41edf88926a01ebffcba813218aa6723b,1.1034482758620689655172413793103,2024-12-07
0x742e42c62843515d0608a8e6f70176584e7017d3,0.13793103448275862068965517241379,2024-12-07
