Recipient address,Token amount,Unlock date
0x4e3072f7b5c075ea5fdeb423da95312c4b99dc22,11.789473684210526315789473684211,2024-12-22
0x11665ed41edf88926a01ebffcba813218aa6723b,4.2105263157894736842105263157895,2024-12-22
