Recipient address,Token amount,Unlock date
0x4e3072f7b5c075ea5fdeb423da95312c4b99dc22,12.571428571428571428571428571429,2025-01-28
0xedd000b7db3cb8931d4e0cb1d0dbe6b947ceb09a,2.2857142857142857142857142857143,2025-01-28
0x11665ed41edf88926a01ebffcba813218aa6723b,1.1428571428571428571428571428571,2025-01-28
