Recipient address,Token amount,Unlock date
0x11665ed41edf88926a01ebffcba813218aa6723b,4.455696202531645569620253164557,2024-12-15
0x4e3072f7b5c075ea5fdeb423da95312c4b99dc22,9.3164556962025316455696202531646,2024-12-15
0xedd000b7db3cb8931d4e0cb1d0dbe6b947ceb09a,2.2278481012658227848101265822785,2024-12-15
