Recipient address,Token amount,Unlock date
0xedd000b7db3cb8931d4e0cb1d0dbe6b947ceb09a,5.3333333333333333333333333333333,2025-02-05
0x4e3072f7b5c075ea5fdeb423da95312c4b99dc22,2.6666666666666666666666666666667,2025-02-05
